城市,线路名称,级别,新车号,旧车号,车型,合同编号,上刊内容,实际上刊时间,预计下刊时间,刊期,类别,车辆状态,营销中心,车牌号,车辆描述,公司名称,分公司名称,客户名称
北京,  ‘专97,A,23343,23343,XMQ6118G,,,,,,,班车,自营中心,京AA4847,单机,大公共公司,客二,
北京,  ‘专97,A,23352,23352,XMQ6118G,,,,,,,班车,自营中心,京AA4850,单机,大公共公司,客二,
北京,  ‘专97,A,23353,23353,XMQ6118G,,,,,,,班车,自营中心,京AA4844,单机,大公共公司,客二,
北京,  ‘专97,A,23349,23349,XMQ6118G,,,,,,,班车,自营中心,京AA4883,单机,大公共公司,客二,
北京,  ‘专96,A+,240042,34320,BK6150K1,,,,,,,运营车,CBS,京A/C6526,15米巡洋舰,大公共公司,客二,
北京,  ‘专96,A+,240043,34321,BK6150K1,,,,,,,运营车,CBS,京A/B9934,15米巡洋舰,大公共公司,客二,
北京,  ‘专96,A+,240044,34322,BK6150K1,,,,,,,运营车,CBS,京A/C0340,15米巡洋舰,大公共公司,客二,
北京,  ‘专96,A+,240045,34323,BK6150K1,,,,,,,运营车,CBS,京A/C0348,15米巡洋舰,大公共公司,客二,
北京,  ‘专96,A+,230089,S30085,DD6118S11,,,,,,,运营车,CBS,京A/B2090,单机,大公共公司,客二,
北京,  ‘专96,A+,230090,S30086,DD6118S11,,,,,,,运营车,CBS,京A/B2095,单机,大公共公司,客二,
北京,  ‘专96,A+,230091,S30094,DD6118S11,,,,,,,运营车,CBS,京A/B2109,单机,大公共公司,客二,
北京,  ‘专96,A+,240046,34221,BK6141D1,BB15-CBS-112-1,中粮长城,2015/9/15 0:00,2015/12/14 0:00,90,,运营车,CBS,京A/A7844,14米巡洋舰,大公共公司,客二,北京金景盛传媒广告有限公司
北京,  ‘专96,A+,240047,34222,BK6141D1,BB15-CBS-112-1,中粮长城,2015/9/15 0:00,2015/12/14 0:00,90,,运营车,CBS,京A/A7845,14米巡洋舰,大公共公司,客二,北京金景盛传媒广告有限公司
北京,  ‘专96,A+,240048,34223,BK6141D1,BB15-CBS-112-1,中粮长城,2015/9/15 0:00,2015/12/14 0:00,90,,机动车,CBS,京A/A7846,14米巡洋舰,大公共公司,客二,北京金景盛传媒广告有限公司
北京,  ‘专96,A+,240049,34224,BK6141D1,BB15-CBS-112-1,中粮长城,2015/9/15 0:00,2015/12/14 0:00,90,,运营车,CBS,京A/A7847,14米巡洋舰,大公共公司,客二,北京金景盛传媒广告有限公司
北京,  ‘专96,A+,240050,34225,BK6141D1,BB15-CBS-112-1,中粮长城,2015/9/15 0:00,2015/12/14 0:00,90,,运营车,CBS,京A/A7848,14米巡洋舰,大公共公司,客二,北京金景盛传媒广告有限公司
北京,  ‘专96,A+,240051,34226,BK6141D1,BB15-CBS-112-1,中粮长城,2015/9/15 0:00,2015/12/14 0:00,90,,运营车,CBS,京A/A7849,14米巡洋舰,大公共公司,客二,北京金景盛传媒广告有限公司
北京,  ‘专96,A+,240052,34227,BK6141D1,BB15-CBS-112-1,中粮长城,2015/9/15 0:00,2015/12/14 0:00,90,,运营车,CBS,京A/A7850,14米巡洋舰,大公共公司,客二,北京金景盛传媒广告有限公司
北京,  ‘专96,A+,240053,34228,BK6141D1,BB15-CBS-112-1,中粮长城,2015/9/15 0:00,2015/12/14 0:00,90,,运营车,CBS,京A/A7851,14米巡洋舰,大公共公司,客二,北京金景盛传媒广告有限公司
北京,  ‘专96,A+,240054,34229,BK6141D1,,,,,,,运营车,CBS,京A/A7852,14米巡洋舰,大公共公司,客二,
北京,  ‘专96,A+,240055,34230,BK6141D1,,,,,,,机动车,CBS,京A/A7853,14米巡洋舰,大公共公司,客二,
北京,  ‘专94,A,312008,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AR3630,单机,大公共公司,客三,
北京,  ‘专94,A,312009,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AR3608,单机,大公共公司,客三,
北京,  ‘专94,A,312010,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AR3657,单机,大公共公司,客三,
北京,  ‘专93,A,312006,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AR3650,单机,大公共公司,客三,
北京,  ‘专93,A,312007,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AR3618,单机,大公共公司,客三,
北京,  ‘专91,A,670056,S70276,JNP6120GC,,,,,,,机动车,自营中心,京A/B9900,单机,大公共公司,客六,
北京,  ‘专91,A,670057,S70277,JNP6120GC,,,,,,,机动车,自营中心,京A/B9865,单机,大公共公司,客六,
北京,  ‘专91,A,670058,S70278,JNP6120GC,,,,,,,机动车,自营中心,京A/B9911,单机,大公共公司,客六,
北京,  ‘专91,A,670052,S70260,JNP6120GC,,,,,,,运营车,自营中心,京A/B9725,单机,大公共公司,客六,
北京,  ‘专91,A,670053,S70262,JNP6120GC,,,,,,,运营车,自营中心,京A/B9662,单机,大公共公司,客六,
北京,  ‘专91,A,670054,S70263,JNP6120GC,,,,,,,运营车,自营中心,京A/B9700,单机,大公共公司,客六,
北京,  ‘专91,A,670055,S70271,JNP6120GC,,,,,,,班车,自营中心,京A/B8954,单机,大公共公司,客六,
北京,  ‘专89,A,13008,13008,DHZ6111CF,,,,,,,机动车,自营中心,京AA8223,单机,大公共公司,客一,
北京,  ‘专89,A,13244,73470,XMQ6118G,,,,,,,运营车,自营中心,京A86892,单机,大公共公司,客一,
北京,  ‘专89,A,13245,73471,XMQ6118G,,,,,,,运营车,自营中心,京A86893,单机,大公共公司,客一,
北京,  ‘专89,A,13713,73351,DD6118S11,,,,,,,运营车,自营中心,京AA9201,单机,大公共公司,客一,
北京,  ‘专89,A,13714,73352,DD6118S11,,,,,,,运营车,自营中心,京AA9202,单机,大公共公司,客一,
北京,  ‘专89,A,13727,33676,DD6118S11,,,,,,,运营车,自营中心,京AB6184,单机,大公共公司,客一,
北京,  ‘专89,A,13728,33677,DD6118S11,,,,,,,运营车,自营中心,京AB6288,单机,大公共公司,客一,
北京,  ‘专89,A,13730,33679,DD6118S11,,,,,,,运营车,自营中心,京AB6241,单机,大公共公司,客一,
北京,  ‘专89,A,13731,33680,DD6118S11,,,,,,,运营车,自营中心,京AB6242,单机,大公共公司,客一,
北京,  ‘专89,A,13734,33683,DD6118S11,,,,,,,运营车,自营中心,京AB6275,单机,大公共公司,客一,
北京,  ‘专89,A,13735,33684,DD6118S11,,,,,,,运营车,自营中心,京AB6140,单机,大公共公司,客一,
北京,  ‘专89,A,13545,33742,XMQ6118G,,,,,,,运营车,自营中心,京AB1322,单机,大公共公司,客一,
北京,  ‘专89,A,13546,33743,XMQ6118G,,,,,,,运营车,自营中心,京AB1323,单机,大公共公司,客一,
北京,  ‘专87,A+,77025,Z70093,DD6129S05,,,,,,,运营车,自营中心,京AB8664,单机,大公共公司,客七,
北京,  ‘专87,A+,77026,Z70094,DD6129S05,,,,,,,运营车,自营中心,京AB8649,单机,大公共公司,客七,
北京,  ‘专87,A+,77027,Z70095,DD6129S05,,,,,,,运营车,自营中心,京AB8684,单机,大公共公司,客七,
北京,  ‘专87,A+,77028,Z70096,DD6129S05,,,,,,,运营车,自营中心,京AB8676,单机,大公共公司,客七,
北京,  ‘专87,A+,77029,Z70097,DD6129S05,,,,,,,运营车,自营中心,京AB8665,单机,大公共公司,客七,
北京,  ‘专87,A+,77030,Z70098,DD6129S05,,,,,,,运营车,自营中心,京AB8590,单机,大公共公司,客七,
北京,  ‘专87,A+,710041,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AQ7082,单机,大公共公司,客七,
北京,  ‘专87,A+,710042,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AQ7062,单机,大公共公司,客七,
北京,  ‘专87,A+,710043,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AQ7015,单机,大公共公司,客七,
北京,  ‘专87,A+,710044,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AQ7058,单机,大公共公司,客七,
北京,  ‘专87,A+,710045,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AQ7061,单机,大公共公司,客七,
北京,  ‘专87,A+,710046,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AQ7053,单机,大公共公司,客七,
北京,  ‘专87,A+,710047,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AQ7097,单机,大公共公司,客七,
北京,  ‘专87,A+,710048,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AQ7059,单机,大公共公司,客七,
北京,  ‘专87,A+,710049,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AQ7087,单机,大公共公司,客七,
北京,  ‘专87,A+,710050,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AQ7057,单机,大公共公司,客七,
北京,  ‘专82,A,5149,,XMQ6798,,,,,,,运营车,自营中心,京AK5149,单机,大公共公司,客四,
北京,  ‘专82,A,5153,,XMQ6798,,,,,,,运营车,自营中心,京AK5153,单机,大公共公司,客四,
北京,  ‘专82,A,5131,,XMQ6798,,,,,,,运营车,自营中心,京AK5131,单机,大公共公司,客四,
北京,  ‘专82,A,5145,,XMQ6798,,,,,,,运营车,自营中心,京AK5145,单机,大公共公司,客四,
北京,  ‘专82,A,5157,,XMQ6798,,,,,,,运营车,自营中心,京AK5157,单机,大公共公司,客四,
北京,  ‘专81,A,83081,73607,BK6125DK,,,,,,,运营车,自营中心,京AB6494,单机,大公共公司,客八,
北京,  ‘专81,A,83082,73608,BK6125DK,,,,,,,运营车,自营中心,京AB6496,单机,大公共公司,客八,
北京,  ‘专81,A,83083,73609,BK6125DK,,,,,,,运营车,自营中心,京AB6498,单机,大公共公司,客八,
北京,  ‘专81,A,83084,73610,BK6125DK,,,,,,,运营车,自营中心,京AB6499,单机,大公共公司,客八,
北京,  ‘专81,A,83085,73611,BK6125DK,,,,,,,运营车,自营中心,京AB6502,单机,大公共公司,客八,
北京,  ‘专81,A,83086,73612,BK6125DK,,,,,,,运营车,自营中心,京AB6504,单机,大公共公司,客八,
北京,  ‘专80,A,17579,S70170,BK6111CNGZ3,,,,,,,运营车,自营中心,京A/B9990,单机,大公共公司,客一,
北京,  ‘专80,A,17580,S70171,BK6111CNGZ3,,,,,,,运营车,自营中心,京A/B9987,单机,大公共公司,客一,
北京,  ‘专80,A,17576,S70162,BK6111CNGZ3,,,,,,,运营车,自营中心,京A/B9994,单机,大公共公司,客一,
北京,  ‘专80,A,17577,S70164,BK6111CNGZ3,,,,,,,运营车,自营中心,京A/C0116,单机,大公共公司,客一,
北京,  ‘专80,A,17578,S70167,BK6111CNGZ3,,,,,,,运营车,自营中心,京A/C0075,单机,大公共公司,客一,
北京,  ‘专70,A,110094,,BJ6140C8CTD,,,,,,,运营车,自营中心,京AR7082,单机,大公共公司,客一,
北京,  ‘专70,A,110095,,BJ6140C8CTD,,,,,,,运营车,自营中心,京AR7057,单机,大公共公司,客一,
北京,  ‘专70,A,110096,,BJ6140C8CTD,,,,,,,运营车,自营中心,京AR7031,单机,大公共公司,客一,
北京,  ‘专70,A,110097,,BJ6140C8CTD,,,,,,,运营车,自营中心,京AR7079,单机,大公共公司,客一,
北京,  ‘专70,A,110098,,BJ6140C8CTD,,,,,,,运营车,自营中心,京AR7066,单机,大公共公司,客一,
北京,  ‘专70,A,110099,,BJ6140C8CTD,,,,,,,运营车,自营中心,京AR7087,单机,大公共公司,客一,
北京,  ‘专70,A,110100,,BJ6140C8CTD,,,,,,,运营车,自营中心,京AR7060,单机,大公共公司,客一,
北京,  ‘专70,A,110101,,BJ6140C8CTD,,,,,,,运营车,自营中心,京AR7089,单机,大公共公司,客一,
北京,  ‘专70,A,110102,,BJ6140C8CTD,,,,,,,运营车,自营中心,京AR7076,单机,大公共公司,客一,
北京,  ‘专70,A,110103,,BJ6140C8CTD,,,,,,,运营车,自营中心,京AR7081,单机,大公共公司,客一,
北京,  ‘专70,A,110104,,BJ6140C8CTD,,,,,,,运营车,自营中心,京AR7077,单机,大公共公司,客一,
北京,  ‘专70,A,110105,,BJ6140C8CTD,,,,,,,运营车,自营中心,京AR7072,单机,大公共公司,客一,
北京,  ‘专69,A+,68025,68025,BJ6123C7C4D,,,,,,,运营车,七彩,京A/F5205,单机,大公共公司,客六,
北京,  ‘专69,A+,68026,68026,BJ6123C7C4D,,,,,,,运营车,七彩,京A/F5213,单机,大公共公司,客六,
北京,  ‘专69,A+,68027,68027,BJ6123C7C4D,,,,,,,运营车,七彩,京A/F5216,单机,大公共公司,客六,
北京,  ‘专69,A+,68028,68028,BJ6123C7C4D,,,,,,,运营车,七彩,京A/F5217,单机,大公共公司,客六,
北京,  ‘专69,A+,68029,68029,BJ6123C7C4D,,,,,,,运营车,七彩,京A/F5195,单机,大公共公司,客六,
北京,  ‘专66,A,13529,33726,XMQ6118G,,,,,,,运营车,自营中心,京AB1306,单机,大公共公司,客一,
北京,  ‘专66,A,13530,33727,XMQ6118G,,,,,,,运营车,自营中心,京AB1307,单机,大公共公司,客一,
北京,  ‘专66,A,13061,33536,JNP6120G-1,,,,,,,运营车,自营中心,京AC6452,单机,大公共公司,客一,
北京,  ‘专66,A,13062,33537,JNP6120G-1,,,,,,,运营车,自营中心,京AC6454,单机,大公共公司,客一,
北京,  ‘专66,A,13063,33538,JNP6120G-1,,,,,,,运营车,自营中心,京AC6462,单机,大公共公司,客一,
北京,  ‘专66,A,13064,33539,JNP6120G-1,,,,,,,运营车,自营中心,京AC6464,单机,大公共公司,客一,
北京,  ‘专66,A,13005,13005,DHZ6111CF,,,,,,,运营车,自营中心,京AA8207,单机,大公共公司,客一,
北京,  ‘专66,A,13001,,DHZ6111CF,,,,,,,运营车,自营中心,京AA8146,单机,大公共公司,客一,
北京,  ‘专66,A,13002,,DHZ6111CF,,,,,,,运营车,自营中心,京AA8179,单机,大公共公司,客一,
北京,  ‘专61,A,410082,,BJ6123C7BCD-2,,,,,,,运营车,自营中心,京AC9639,单机,大公共公司,客四,
北京,  ‘专61,A,410083,,BJ6123C7BCD-2,,,,,,,运营车,自营中心,京AC9668,单机,大公共公司,客四,
北京,  ‘专60,A,43570,,JNP6120GV,,,,,,,运营车,自营中心,京AH7581,单机,大公共公司,客四,
北京,  ‘专60,A,43541,,JNP6120GV,,,,,,,运营车,自营中心,京AH7536,单机,大公共公司,客四,
北京,  ‘专60,A,43566,,JNP6120GV,,,,,,,运营车,自营中心,京AH7586,单机,大公共公司,客四,
北京,  ‘专60,A,43550,,JNP6120GV,,,,,,,运营车,自营中心,京AH7592,单机,大公共公司,客四,
北京,  ‘专60,A,43551,,JNP6120GV,,,,,,,运营车,自营中心,京G47614,单机,大公共公司,客四,
北京,  ‘专60,A,43552,,JNP6120GV,,,,,,,运营车,自营中心,京AH7590,单机,大公共公司,客四,
北京,  ‘专59,A,210901,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP4255,单机,大公共公司,客二,
北京,  ‘专59,A,210902,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP4247,单机,大公共公司,客二,
北京,  ‘专58,A,83005,X30005,DD6129S31,,,,,,,运营车,自营中心,京A/A9312,单机,大公共公司,客八,
北京,  ‘专58,A,83006,X30006,DD6129S31,,,,,,,运营车,自营中心,京A/A9296,单机,大公共公司,客八,
北京,  ‘专58,A,83007,X30007,DD6129S31,,,,,,,运营车,自营中心,京A/A9313,单机,大公共公司,客八,
北京,  ‘专58,A,83008,X30008,DD6129S31,,,,,,,运营车,自营中心,京A/A9298,单机,大公共公司,客八,
北京,  ‘专58,A,83004,X30004,DD6129S31,,,,,,,运营车,自营中心,京A/A9295,单机,大公共公司,客八,
北京,  ‘专58,A,83001,X30001,DD6129S31,,,,,,,运营车,自营中心,京A/A9357,单机,大公共公司,客八,
北京,  ‘专58,A,83002,X30002,DD6129S31,,,,,,,运营车,自营中心,京A/A9356,单机,大公共公司,客八,
北京,  ‘专58,A,83003,X30003,DD6129S31,,,,,,,运营车,自营中心,京A/A9365,单机,大公共公司,客八,
北京,  ‘专57,A,312001,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AR3660,单机,大公共公司,客三,
北京,  ‘专57,A,312002,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AR3637,单机,大公共公司,客三,
北京,  ‘专57,A,312003,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AR3665,单机,大公共公司,客三,
北京,  ‘专57,A,312004,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AR3638,单机,大公共公司,客三,
北京,  ‘专57,A,312005,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AR3635,单机,大公共公司,客三,
北京,  ‘专56,A,910078,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP4224,单机,大公共公司,电运,
北京,  ‘专56,A,910079,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP4258,单机,大公共公司,电运,
北京,  ‘专56,A,910080,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP3374,单机,大公共公司,电运,
北京,  ‘专56,A,910081,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP4266,单机,大公共公司,电运,
北京,  ‘专55,A,33619,33009,XMQ6122G,,,,,,,运营车,自营中心,京A/B4911,单机,大公共公司,客三,
北京,  ‘专55,A,33621,33011,XMQ6122G,,,,,,,运营车,自营中心,京A/B4834,单机,大公共公司,客三,
北京,  ‘专55,A,33622,33012,XMQ6122G,,,,,,,运营车,自营中心,京A/B4910,单机,大公共公司,客三,
北京,  ‘专55,A,33233,33117,XML6112UE13,,,,,,,运营车,自营中心,京A/C6540,单机,大公共公司,客三,
北京,  ‘专55,A,33233,33118,XML6112UE13,,,,,,,运营车,自营中心,京A/C6580,单机,大公共公司,客三,
北京,  ‘专55,A,33222,S30222,XML6112UE13,,,,,,,运营车,自营中心,京A/B8857,单机,大公共公司,客三,
北京,  ‘专55,A,33232,S30232,XML6112UE13,,,,,,,运营车,自营中心,京A/B8395,单机,大公共公司,客三,
北京,  ‘专55,A,33275,S30275,XML6112UE13,,,,,,,运营车,自营中心,京A/B8426,单机,大公共公司,客三,
北京,  ‘专53,A,13628,13628,BK6125DK,,,,,,,运营车,自营中心,京AA8243,单机,大公共公司,客一,
北京,  ‘专53,A,13681,13681,BK6125DK,,,,,,,运营车,自营中心,京AA8336,单机,大公共公司,客一,
北京,  ‘专53,A,14063,14063,DD6160S03,,,,,,,运营车,自营中心,京AD3212,16米巡洋舰,大公共公司,客一,
北京,  ‘专53,A,14064,14064,DD6160S03,,,,,,,运营车,自营中心,京AD3216,16米巡洋舰,大公共公司,客一,
北京,  ‘专53,A,14065,14065,DD6160S03,,,,,,,运营车,自营中心,京AD3245,16米巡洋舰,大公共公司,客一,
北京,  ‘专53,A,13654,13654,BK6125DK,,,,,,,机动车,自营中心,京AA8307,单机,大公共公司,客一,
北京,  ‘专53,A,13655,13655,BK6125DK,,,,,,,运营车,自营中心,京AA8308,单机,大公共公司,客一,
北京,  ‘专53,A,13684,13684,BK6125DK,,,,,,,运营车,自营中心,京AA8339,单机,大公共公司,客一,
北京,  ‘专53,A,13818,13818,XMQ6122G,,,,,,,班车,自营中心,京AA8068,单机,大公共公司,客一,
北京,  ‘专53,A,13819,13819,XMQ6122G,,,,,,,班车,自营中心,京AA8069,单机,大公共公司,客一,
北京,  ‘专53,A,13612,13612,BK6125DK,,,,,,,运营车,自营中心,京AA8212,单机,大公共公司,客一,
北京,  ‘专51,A,111069,,BJ6123C7BCD-2,,,,,,,运营车,自营中心,京AR7035,单机,大公共公司,客一,
北京,  ‘专51,A,111066,,BJ6123C7BCD-2,,,,,,,运营车,自营中心,京AQ6921,单机,大公共公司,客一,
北京,  ‘专51,A,111067,,BJ6123C7BCD-2,,,,,,,运营车,自营中心,京AQ6892,单机,大公共公司,客一,
北京,  ‘专51,A,111068,,BJ6123C7BCD-2,,,,,,,运营车,自营中心,京AQ6810,单机,大公共公司,客一,
北京,  ‘专50,A,13656,13656,BK6125DK,,,,,,,运营车,自营中心,京AA8309,单机,大公共公司,客一,
北京,  ‘专50,A,13663,13663,BK6125DK,,,,,,,运营车,自营中心,京AA8316,单机,大公共公司,客一,
北京,  ‘专50,A,13851,33701,XML6112UE13,,,,,,,运营车,自营中心,京AB7503,单机,大公共公司,客一,
北京,  ‘专50,A,13852,33702,XML6112UE13,,,,,,,运营车,自营中心,京AB7497,单机,大公共公司,客一,
北京,  ‘专50,A,13853,33703,XML6112UE13,,,,,,,运营车,自营中心,京AB7527,单机,大公共公司,客一,
北京,  ‘专50,A,13854,33704,XML6112UE13,,,,,,,运营车,自营中心,京AB7414,单机,大公共公司,客一,
北京,  ‘专50,A,13855,33705,XML6112UE13,,,,,,,运营车,自营中心,京AB7481,单机,大公共公司,客一,
北京,  ‘专50,A,13856,33706,XML6112UE13,,,,,,,运营车,自营中心,京AB7526,单机,大公共公司,客一,
北京,  ‘专50,A,13213,13213,XMQ6118G,,,,,,,运营车,自营中心,京AB8594,单机,大公共公司,客一,
北京,  ‘专50,A,13214,13214,XMQ6118G,,,,,,,运营车,自营中心,京AB8548,单机,大公共公司,客一,
北京,  ‘专50,A,13215,13215,XMQ6118G,,,,,,,运营车,自营中心,京AB8608,单机,大公共公司,客一,
北京,  ‘专5,A+,57848,77355,BK6111CNGZ3,,,,,,,运营车,自营中心,京AB9305,单机,大公共公司,客五,
北京,  ‘专5,A+,57811,77206,BK6111CNGZ3,,,,,,,运营车,自营中心,京AB6939,单机,大公共公司,客五,
北京,  ‘专5,A+,57812,77207,BK6111CNGZ3,,,,,,,运营车,自营中心,京AB7229,单机,大公共公司,客五,
北京,  ‘专5,A+,57813,77208,BK6111CNGZ3,,,,,,,运营车,自营中心,京AB6938,单机,大公共公司,客五,
北京,  ‘专5,A+,57814,77209,BK6111CNGZ3,,,,,,,运营车,自营中心,京AB6907,单机,大公共公司,客五,
北京,  ‘专49,A,13538,33735,XMQ6118G,,,,,,,机动车,自营中心,京AB1315,单机,大公共公司,客一,
北京,  ‘专49,A,13537,,XMQ6118G,,,,,,,机动车,自营中心,京AB1314,单机,大公共公司,客一,
北京,  ‘专49,A,13809,13809,XMQ6122G,,,,,,,运营车,自营中心,京AA8059,单机,大公共公司,客一,
北京,  ‘专49,A,17767,77403,BK6120N2,,,,,,,运营车,自营中心,京AC8497,单机,大公共公司,客一,
北京,  ‘专49,A,17768,77404,BK6120N2,,,,,,,运营车,自营中心,京AC8490,单机,大公共公司,客一,
北京,  ‘专49,A,17769,77405,BK6120N2,,,,,,,运营车,自营中心,京AC8473,单机,大公共公司,客一,
北京,  ‘专49,A,17770,77406,BK6120N2,,,,,,,运营车,自营中心,京AC8482,单机,大公共公司,客一,
北京,  ‘专49,A,17771,77407,BK6120N2,,,,,,,运营车,自营中心,京AD0524,单机,大公共公司,客一,
北京,  ‘专49,A,17772,77408,BK6120N2,,,,,,,运营车,自营中心,京AC8464,单机,大公共公司,客一,
北京,  ‘专49,A,17773,77409,BK6120N2,,,,,,,运营车,自营中心,京AC8487,单机,大公共公司,客一,
北京,  ‘专49,A,17774,77410,BK6120N2,,,,,,,运营车,自营中心,京AC8469,单机,大公共公司,客一,
北京,  ‘专49,A,17775,77411,BK6120N2,,,,,,,运营车,自营中心,京AC8453,单机,大公共公司,客一,
北京,  ‘专49,A,13815,13815,XMQ6122G,,,,,,,运营车,自营中心,京AA8065,单机,大公共公司,客一,
北京,  ‘专46,A,610076,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP1181,单机,大公共公司,客六,
北京,  ‘专46,A,610077,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP1182,单机,大公共公司,客六,
北京,  ‘专46,A,610078,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP1178,单机,大公共公司,客六,
北京,  ‘专46,A,610079,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP1180,单机,大公共公司,客六,
北京,  ‘专46,A,610080,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP1186,单机,大公共公司,客六,
北京,  ‘专45,A,111990,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP7605,单机,大公共公司,客一,
北京,  ‘专45,A,111991,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP4395,单机,大公共公司,客一,
北京,  ‘专45,A,111992,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP7616,单机,大公共公司,客一,
北京,  ‘专45,A,111993,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP7618,单机,大公共公司,客一,
北京,  ‘专45,A,111994,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP5999,单机,大公共公司,客一,
北京,  ‘专45,A,111995,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP7622,单机,大公共公司,客一,
北京,  ‘专45,A,111996,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP7609,单机,大公共公司,客一,
北京,  ‘专45,A,111997,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP7601,单机,大公共公司,客一,
北京,  ‘专45,A,111998,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP7600,单机,大公共公司,客一,
北京,  ‘专45,A,111999,,BJ6851C6BCD,,,,,,,运营车,自营中心,京AP7606,单机,大公共公司,客一,
北京,  ‘专45,A,111065,,BJ6123C7BCD-2,,,,,,,运营车,自营中心,京AQ6896,单机,大公共公司,客一,
北京,  ‘专44,A,17756,17756,BK6120N2,,,,,,,运营车,自营中心,京AC2380,单机,大公共公司,客一,
北京,  ‘专44,A,17757,17757,BK6120N2,,,,,,,运营车,自营中心,京AC2394,单机,大公共公司,客一,
北京,  ‘专44,A,17758,17758,BK6120N2,,,,,,,运营车,自营中心,京AC2396,单机,大公共公司,客一,
北京,  ‘专44,A,17759,17759,BK6120N2,,,,,,,运营车,自营中心,京AC2406,单机,大公共公司,客一,
北京,  ‘专44,A,17760,17760,BK6120N2,,,,,,,机动车,自营中心,京AC2413,单机,大公共公司,客一,
北京,  ‘专43,A,87211,X70211,BK6120N2,,,,,,,运营车,自营中心,京A/C8301,单机,大公共公司,客八,
北京,  ‘专43,A,87223,X70223,BK6120N2,,,,,,,机动车,自营中心,京A/C8294,单机,大公共公司,客八,
北京,  ‘专43,A,87224,X70224,BK6120N2,,,,,,,机动车,自营中心,京A/C8278,单机,大公共公司,客八,
北京,  ‘专42,A,17016,,ZK6120HNGQAA,,,,,,,运营车,自营中心,京AJ2758,单机,大公共公司,客一,
北京,  ‘专42,A,17017,,ZK6120HNGQAA,,,,,,,运营车,自营中心,京AJ2759,单机,大公共公司,客一,
北京,  ‘专42,A,17018,,ZK6120HNGQAA,,,,,,,运营车,自营中心,京AJ2760,单机,大公共公司,客一,
北京,  ‘专42,A,17019,,ZK6120HNGQAA,,,,,,,运营车,自营中心,京AJ2763,单机,大公共公司,客一,
北京,  ‘专42,A,17020,,ZK6120HNGQAA,,,,,,,运营车,自营中心,京AJ2765,单机,大公共公司,客一,
北京,  ‘专42,A,13548,33745,XMQ6118G,,,,,,,运营车,自营中心,京AB1325,单机,大公共公司,客一,
北京,  ‘专42,A,13549,33746,XMQ6118G,,,,,,,运营车,自营中心,京AB1326,单机,大公共公司,客一,
北京,  ‘专42,A,13550,33747,XMQ6118G,,,,,,,运营车,自营中心,京AB1327,单机,大公共公司,客一,
北京,  ‘专41,A,23542,23542,JNP6120G-1,,,,,,,运营车,自营中心,AB2920,单机,大公共公司,客二,
北京,  ‘专41,A,23289,23289,JNP6120G-1,,,,,,,运营车,自营中心,京AC7678,单机,大公共公司,客二,
北京,  ‘专41,A,23310,23310,JNP6120G-1,,,,,,,运营车,自营中心,京AC7668,单机,大公共公司,客二,
北京,  ‘专41,A,23307,23307,JNP6120G-1,,,,,,,运营车,自营中心,京AC7625,单机,大公共公司,客二,
北京,  ‘专41,A,23539,23539,JNP6120G-1,,,,,,,运营车,自营中心,AB2821,单机,大公共公司,客二,
