城市,线路名称,级别,新车号,旧车号,车型,合同编号,上刊内容,实际上刊时间,预计下刊时间,刊期,类别,车辆状态,营销中心,车牌号,车辆描述,公司名称,分公司名称,客户名称
北京,  ‘特17,A+,66043,36023,JS6130SHJ,,,,,,,运营车,CBS,京A/D7027,双层,大公共公司,客六,
北京,  ‘特17,A+,66044,36024,JS6130SHJ,BB15-CBS-028,穗宝床垫,2015/10/24 0:00,2015/11/23 0:00,,,运营车,CBS,京A/D5984,双层,大公共公司,客六,上海瞭望东方广告传播有限公司北京分公司
北京,  ‘特17,A+,66045,36025,JS6130SHJ,,,,,,,运营车,CBS,京A/D7033,双层,大公共公司,客六,
北京,  ‘特16,A++,740017,74664,BK6182,,,,,,901,机动车,白马,京AB8746,18米巡洋舰,大公共公司,客七,
北京,  ‘特16,A++,740018,74665,BK6182,,,,,,,机动车,白马,京AB8757,18米巡洋舰,大公共公司,客七,
北京,  ‘特16,A++,760001,76001,BK6126S1,BB15-白马-038,红牛,2015/4/9 0:00,2015/10/6 0:00,180,,运营车,白马,京AD6794,双层,大公共公司,客七,北京润德众合广告有限公司
北京,  ‘特16,A++,760002,76002,BK6126S1,BB15-白马-093,红十字血液中心,2015/8/1 0:00,2016/7/26 0:00,360,,运营车,白马,京AD6834,双层,大公共公司,客七,北京迈捷广告有限公司
北京,  ‘特16,A++,760003,76003,BK6126S1,BB15-白马-076-4,信和财富,2015/8/6 0:00,2016/1/3 0:00,150,,运营车,白马,京AD6754,双层,大公共公司,客七,北京润德众合广告有限公司
北京,  ‘特16,A++,760004,76004,BK6126S1,BB15-白马-136,吴裕泰,2015/8/15 0:00,2015/11/13 0:00,90,,运营车,白马,京AD6814,双层,大公共公司,客七,北京润德众合广告有限公司
北京,  ‘特16,A++,760005,76005,BK6126S1,,,,,,,运营车,白马,京AD6744,双层,大公共公司,客七,
北京,  ‘特16,A++,760006,76006,BK6126S1,BB15-白马-159-1,康师傅面（第一批）西红柿打卤,2015/11/6 0:00,2016/2/4 0:00,90,,运营车,白马,京AD6774,双层,大公共公司,客七,北京迈捷广告有限公司 
北京,  ‘特16,A++,760007,76007,BK6126S1,BB15-白马-113,汾酒,2015/7/16 0:00,2016/1/12 0:00,180,,运营车,白马,京AD6804,双层,大公共公司,客七,北京迈捷广告有限公司 
北京,  ‘特16,A++,760008,76008,BK6126S1,BB15-白马-087,华赢凯来,2015/11/7 0:00,2016/2/5 0:00,90,,运营车,白马,京AD6842,双层,大公共公司,客七,北京迈捷广告有限公司
北京,  ‘特16,A++,760009,76009,BK6126S1,BB15-白马-024,贝蒂斯橄榄油,2015/9/23 0:00,2015/12/22 0:00,90,,运营车,白马,京AD6904,双层,大公共公司,客七,北京迈捷广告有限公司
北京,  ‘特16,A++,760010,76010,BK6126S1,BB15-白马-076-4,信和财富,2015/8/6 0:00,2016/1/3 0:00,150,,运营车,白马,京AD6854,双层,大公共公司,客七,北京润德众合广告有限公司
北京,  ‘特16,A++,760011,76011,BK6126S1,,,,,,,运营车,白马,京AD6924,双层,大公共公司,客七,
北京,  ‘特16,A++,760012,76012,BK6126S1,BB15-白马-038,红牛,2015/4/9 0:00,2015/10/6 0:00,180,,运营车,白马,京AD6874,双层,大公共公司,客七,北京润德众合广告有限公司
北京,  ‘特16,A++,760013,76013,BK6126S1,BB15-白马-024,贝蒂斯橄榄油,2015/9/23 0:00,2015/12/22 0:00,90,,运营车,白马,京AD6934,双层,大公共公司,客七,北京迈捷广告有限公司
北京,  ‘特16,A++,760014,76014,BK6126S1,BB15-白马-136,吴裕泰,2015/8/15 0:00,2015/11/13 0:00,90,,运营车,白马,京AD6894,双层,大公共公司,客七,北京润德众合广告有限公司
北京,  ‘特16,A++,760015,76015,BK6126S1,BB15-白马-100-4,天猫（双层）,2015/10/11 0:00,2015/11/10 0:00,30,,运营车,白马,京AD6824,双层,大公共公司,客七,北京润德众合广告有限公司
北京,  ‘特16,A++,760016,76016,BK6126S1,BB15-白马-100-4,天猫（双层）,2015/10/11 0:00,2015/11/10 0:00,30,,运营车,白马,京AD8944,双层,大公共公司,客七,北京润德众合广告有限公司
北京,  ‘特16,A++,760017,76017,BK6126S1,BB15-白马-024,贝蒂斯橄榄油,2015/9/23 0:00,2015/12/22 0:00,90,,运营车,白马,京AD6974,双层,大公共公司,客七,北京迈捷广告有限公司
北京,  ‘特16,A++,760018,76018,BK6126S1,BB15-白马-034,联想,2015/6/5 0:00,2016/4/1 0:00,360,,运营车,白马,京AD8947,双层,大公共公司,客七,北京迈捷广告有限公司 
北京,  ‘特16,A++,760019,76019,BK6126S1,,,,,,,运营车,白马,京AD8942,双层,大公共公司,客七,
北京,  ‘特16,A++,760020,76020,BK6126S1,BB15-白马-087,华赢凯来,2015/11/7 0:00,2016/2/5 0:00,90,,运营车,白马,京AD6942,双层,大公共公司,客七,北京迈捷广告有限公司
北京,  ‘特16,A++,760021,76021,BK6126S1,BB15-白马-034,联想,2015/5/23 0:00,2016/4/16 0:00,360,,运营车,白马,京AD8914,双层,大公共公司,客七,北京迈捷广告有限公司 
北京,  ‘特16,A++,760022,76022,BK6126S1,BB15-白马-100-4,天猫（双层）,2015/10/11 0:00,2015/11/10 0:00,30,,运营车,白马,京AD6914,双层,大公共公司,客七,北京润德众合广告有限公司
北京,  ‘特16,A++,760023,76023,BK6126S1,BB15-白马-120,唯品会,2015/8/5 0:00,2016/2/1 0:00,180,,运营车,白马,京AD8904,双层,大公共公司,客七,北京迈捷广告有限公司
北京,  ‘特16,A++,760024,76024,BK6126S1,BB15-白马-034,联想,2015/3/28 0:00,2016/3/22 0:00,360,,运营车,白马,京AD8984,双层,大公共公司,客七,北京迈捷广告有限公司 
北京,  ‘特16,A++,760025,76025,BK6126S1,BB15-白马-067,花旗银行,2015/9/5 0:00,2015/11/4 0:00,60,,运营车,白马,京AD8934,双层,大公共公司,客七,北京润德众合广告有限公司
北京,  ‘特16,A++,760026,76026,BK6126S1,BB15-白马-120,唯品会,2015/8/5 0:00,2016/2/1 0:00,180,,运营车,白马,京AD8924,双层,大公共公司,客七,北京迈捷广告有限公司
北京,  ‘特16,A++,760027,76027,BK6126S1,BB15-白马-034,联想,2015/3/28 0:00,2016/3/22 0:00,360,,运营车,白马,京AD8954,双层,大公共公司,客七,北京迈捷广告有限公司 
北京,  ‘特16,A++,760028,76028,BK6126S1,,,,,,,运营车,白马,京AD9031,双层,大公共公司,客七,
北京,  ‘特16,A++,760029,76029,BK6126S1,BB15-白马-155,速通卡,2015/10/17 0:00,2016/1/15 0:00,90,,运营车,白马,京AD8964,双层,大公共公司,客七,北京润德众合广告有限公司
北京,  ‘特16,A++,760030,76030,BK6126S1,BB15-白马-038,红牛,2015/4/9 0:00,2015/10/6 0:00,180,,运营车,白马,京AD9061,双层,大公共公司,客七,北京润德众合广告有限公司
北京,  ‘特16,A++,740016,74661,BK6182,,,,,,,机动车,白马,京AB8804,18米巡洋舰,大公共公司,客七,
北京,  ‘特15白,A++,46001,46001,BK6126S1,,,,,,,运营车,白马,京AD6124,双层,大公共公司,客四,
北京,  ‘特15白,A++,46002,46002,BK6126S1,BB15-白马-120,唯品会,2015/8/5 0:00,2016/2/1 0:00,180,,运营车,白马,京AD6151,双层,大公共公司,客四,北京迈捷广告有限公司
北京,  ‘特15白,A++,46003,46003,BK6126S1,,,,,,,运营车,白马,京AD6157,双层,大公共公司,客四,
北京,  ‘特15白,A++,46004,46004,BK6126S1,,,,,,,运营车,白马,京AD6162,双层,大公共公司,客四,
北京,  ‘特15白,A++,46005,46005,BK6126S1,,,,,,,运营车,白马,京AD6165,双层,大公共公司,客四,
北京,  ‘特15白,A++,46006,46006,BK6126S1,BB15-白马-123-1,58赶集旗下-瓜子二手车网,2015/10/2 0:00,2015/11/1 0:00,30,,运营车,白马,京AD6167,双层,大公共公司,客四,北京迈捷广告有限公司
北京,  ‘特15白,A++,46007,46007,BK6126S1,BB15-白马-159-1,康师傅面（第一批）西红柿打卤,2015/10/30 0:00,2016/1/28 0:00,90,,运营车,白马,京AD6168,双层,大公共公司,客四,北京迈捷广告有限公司 
北京,  ‘特15白,A++,46008,46008,BK6126S1,,,,,,,运营车,白马,京AD6169,双层,大公共公司,客四,
北京,  ‘特15白,A++,46009,46009,BK6126S1,BB15-白马-120,唯品会,2015/10/29 0:00,2016/3/7 0:00,180,,运营车,白马,京AD6171,双层,大公共公司,客四,北京迈捷广告有限公司
北京,  ‘特15白,A++,46010,46010,BK6126S1,,,,,,,运营车,白马,京AD6173,双层,大公共公司,客四,
北京,  ‘特15白,A++,46011,46011,BK6126S1,,,,,,,运营车,白马,京AD6174,双层,大公共公司,客四,
北京,  ‘特15白,A++,46012,46012,BK6126S1,,,,,,,运营车,白马,京AD6175,双层,大公共公司,客四,
北京,  ‘特15白,A++,46013,46013,BK6126S1,,,,,,,运营车,白马,京AD6176,双层,大公共公司,客四,
北京,  ‘特15白,A++,46014,46014,BK6126S1,,,,,,,运营车,白马,京AD6177,双层,大公共公司,客四,
北京,  ‘特15白,A++,46020,46020,BK6126S1,,,,,,,运营车,白马,京AD6185,双层,大公共公司,客四,
北京,  ‘特15,A++,46015,46015,BK6126S1,BB15-CBS-069,金吉列留学,2015/10/6 0:00,2015/10/22 0:00,90,,运营车,CBS,京AD6178,双层,大公共公司,客四,华夏颐和（北京）广告有限公司
北京,  ‘特15,A++,46016,46016,BK6126S1,BB15-CBS-021-2,,2015/8/28 0:00,2015/9/15 0:00,,,运营车,CBS,京AD6179,双层,大公共公司,客四,
北京,  ‘特15,A++,46017,46017,BK6126S1,,,,,,,运营车,CBS,京AD6180,双层,大公共公司,客四,
北京,  ‘特15,A++,46018,46018,BK6126S1,,,,,,,运营车,CBS,京AD6182,双层,大公共公司,客四,
北京,  ‘特15,A++,46019,46019,BK6126S1,BB15-CBS-008-3,安吉尔净水器,2015/9/24 0:00,2015/12/23 0:00,90,,运营车,CBS,京AD6183,双层,大公共公司,客四,上海瞭望东方广告传播有限公司北京分公司
北京,  ‘特15,A++,46021,46021,BK6126S1,,,,,,,运营车,CBS,京AD6186,双层,大公共公司,客四,
北京,  ‘特15,A++,46022,46022,BK6126S1,BB15-CBS-021-2,,2015/8/28 0:00,2015/9/15 0:00,,,运营车,CBS,京AD6187,双层,大公共公司,客四,
北京,  ‘特15,A++,46023,46023,BK6126S1,BB15-CBS-021-2,,2015/8/28 0:00,2015/9/15 0:00,,,运营车,CBS,京AD6188,双层,大公共公司,客四,
北京,  ‘特15,A++,46024,46024,BK6126S1,,,,,,,运营车,CBS,京AD6189,双层,大公共公司,客四,
北京,  ‘特15,A++,46025,46025,BK6126S1,BB15-CBS-021-2,,2015/8/28 0:00,2015/9/15 0:00,,,运营车,CBS,京AD6190,双层,大公共公司,客四,
北京,  ‘特15,A++,46026,46026,BK6126S1,,,,,,,运营车,CBS,京AD6192,双层,大公共公司,客四,
北京,  ‘特15,A++,46027,46027,BK6126S1,,,,,,,运营车,CBS,京AD6195,双层,大公共公司,客四,
北京,  ‘特15,A++,46028,46028,BK6126S1,,,,,,,运营车,CBS,京AD6196,双层,大公共公司,客四,
北京,  ‘特15,A++,46029,46029,BK6126S1,,,,,,,运营车,CBS,京AD6198,双层,大公共公司,客四,
北京,  ‘特15,A++,46030,46030,BK6126S1,,,,,,,运营车,CBS,京AD6199,双层,大公共公司,客四,
北京,  ‘特14,A++,37315,S70315,XMQ6100G1,,,,,,,机动车,白马,京A/F4756,单机,大公共公司,客三,
北京,  ‘特14,A++,37316,S70316,XMQ6100G1,,,,,,,机动车,白马,京A/F4748,单机,大公共公司,客三,
北京,  ‘特14,A++,37317,S70317,XMQ6100G1,,,,,,,机动车,白马,京A/F4727,单机,大公共公司,客三,
北京,  ‘特14,A++,37318,S70318,XMQ6100G1,,,,,,,机动车,白马,京A/F4711,单机,大公共公司,客三,
北京,  ‘特14,A++,33046,S30046,DD6118S11,,,,,,,机动车,白马,京A/B1112,单机,大公共公司,客三,
北京,  ‘特14,A++,33047,S30047,DD6118S11,,,,,,,机动车,白马,京A/B1113,单机,大公共公司,客三,
北京,  ‘特14,A++,36460,S60460,BK6126S1,BB15-白马-135,稻香村 ,2015/9/6 0:00,2015/10/6 0:00,30,,运营车,白马,京A/D0989,双层,大公共公司,客三,北京稻香村食品有限责任公司
北京,  ‘特14,A++,36461,S60461,BK6126S1,,,,,,,运营车,白马,京A/D0986,双层,大公共公司,客三,
北京,  ‘特14,A++,36462,S60462,BK6126S1,BB15-白马-144,文化部国家艺术院演出季,2015/9/10 0:00,2015/10/10 0:00,30,,运营车,白马,京A/D0940,双层,大公共公司,客三,北京迈捷广告有限公司
北京,  ‘特14,A++,36463,S60463,BK6126S1,,,,,,,运营车,白马,京A/D0970,双层,大公共公司,客三,
北京,  ‘特14,A++,36464,S60464,BK6126S1,,,,,,,运营车,白马,京A/D0980,双层,大公共公司,客三,
北京,  ‘特14,A++,36465,S60465,BK6126S1,,,,,,,运营车,白马,京A/D0985,双层,大公共公司,客三,
北京,  ‘特14,A++,36466,S60466,BK6126S1,,,,,,,运营车,白马,京A/D0987,双层,大公共公司,客三,
北京,  ‘特14,A++,36467,S60467,BK6126S1,BB15-白马-080（续刊）,齐家网（续刊）,2015/8/17 0:00,2015/10/16 0:00,60,,运营车,白马,京A/D0981,双层,大公共公司,客三,北京润德众合广告有限公司
北京,  ‘特14,A++,36468,S60468,BK6126S1,,,,,,,运营车,白马,京A/D0982,双层,大公共公司,客三,
北京,  ‘特14,A++,36469,S60469,BK6126S1,BB15-白马-080（续刊）,齐家网（续刊）,2015/8/17 0:00,2015/10/16 0:00,60,,运营车,白马,京A/D0972,双层,大公共公司,客三,北京润德众合广告有限公司
北京,  ‘特14,A++,36470,S60470,BK6126S1,,,,,,,运营车,白马,京A/D0937,双层,大公共公司,客三,
北京,  ‘特14,A++,36471,S60471,BK6126S1,,,,,,,运营车,白马,京A/D0971,双层,大公共公司,客三,
北京,  ‘特14,A++,36472,S60472,BK6126S1,BB15-白马-131-1,TCL,2015/8/6 0:00,2015/11/4 0:00,90,,运营车,白马,京A/D0977,双层,大公共公司,客三,北京润德众合广告有限公司
北京,  ‘特14,A++,36473,S60473,BK6126S1,BB15-白马-076-4,信和财富,2015/8/6 0:00,2016/1/3 0:00,150,,运营车,白马,京A/D0965,双层,大公共公司,客三,北京润德众合广告有限公司
北京,  ‘特14,A++,36474,S60474,BK6126S1,,,,,,,运营车,白马,京A/D1004,双层,大公共公司,客三,
北京,  ‘特14,A++,36475,S60475,BK6126S1,BB15-白马-131-1,TCL,2015/8/6 0:00,2015/11/4 0:00,90,,运营车,白马,京A/D0968,双层,大公共公司,客三,北京润德众合广告有限公司
北京,  ‘特14,A++,36476,S60476,BK6126S1,BB15-白马-135,稻香村 ,2015/9/6 0:00,2015/10/6 0:00,30,,运营车,白马,京A/D0979,双层,大公共公司,客三,北京稻香村食品有限责任公司
北京,  ‘特14,A++,36477,S60477,BK6126S1,,,,,,,运营车,白马,京A/D0924,双层,大公共公司,客三,
北京,  ‘特14,A++,36478,S60478,BK6126S1,,,,,,,运营车,白马,京A/D1013,双层,大公共公司,客三,
北京,  ‘特14,A++,36479,S60479,BK6126S1,,,,,,,运营车,白马,京A/D0967,双层,大公共公司,客三,
北京,  ‘特14,A++,36613,S60613,JS6130SHJ,BB15-白马-100-4,天猫（双层）,2015/10/11 0:00,2015/11/10 0:00,30,,运营车,白马,京A/D5801,双层,大公共公司,客三,北京润德众合广告有限公司
北京,  ‘特14,A++,36614,S60614,JS6130SHJ,BB15-白马-100-4,天猫（双层）,2015/10/11 0:00,2015/11/10 0:00,30,,运营车,白马,京A/D5819,双层,大公共公司,客三,北京润德众合广告有限公司
北京,  ‘特14,A++,36615,S60615,JS6130SHJ,BB15-白马-100-4,天猫（双层）,2015/10/11 0:00,2015/11/10 0:00,30,,运营车,白马,京A/D5817,双层,大公共公司,客三,北京润德众合广告有限公司
北京,  ‘特14,A++,36616,S60616,JS6130SHJ,BB15-白马-100-4,天猫（双层）,2015/10/11 0:00,2015/11/10 0:00,30,,运营车,白马,京A/D5807,双层,大公共公司,客三,北京润德众合广告有限公司
北京,  ‘特14,A++,36617,S60617,JS6130SHJ,BB15-白马-100-4,天猫（双层）,2015/10/11 0:00,2015/11/10 0:00,30,,运营车,白马,京A/D5811,双层,大公共公司,客三,北京润德众合广告有限公司
北京,  ‘特14,A++,36618,S60618,JS6130SHJ,BB15-白马-123-1,58赶集旗下-瓜子二手车网,2015/10/2 0:00,2015/11/1 0:00,30,,运营车,白马,京A/D5818,双层,大公共公司,客三,北京迈捷广告有限公司
北京,  ‘特14,A++,36619,S60619,JS6130SHJ,BB15-白马-123-1,58赶集旗下-瓜子二手车网,2015/10/2 0:00,2015/11/1 0:00,30,,运营车,白马,京A/D5840,双层,大公共公司,客三,北京迈捷广告有限公司
北京,  ‘特14,A++,36620,S60620,JS6130SHJ,,,,,,,运营车,白马,京A/D5855,双层,大公共公司,客三,
北京,  ‘特14,A++,36621,S60621,JS6130SHJ,BB15-白马-123-1,58赶集旗下-瓜子二手车网,2015/10/2 0:00,2015/11/1 0:00,30,,运营车,白马,京A/D5860,双层,大公共公司,客三,北京迈捷广告有限公司
北京,  ‘特14,A++,36622,S60622,JS6130SHJ,BB15-白马-100-4,天猫（双层）,2015/10/11 0:00,2015/11/10 0:00,30,,运营车,白马,京A/D5837,双层,大公共公司,客三,北京润德众合广告有限公司
北京,  ‘特13,A++,13804,13804,XMQ6122G,BB15-SC-001,美莱医疗美容,2015/6/4 0:00,2016/2/29 0:00,365,,机动车,白马,京AA8054,单机,大公共公司,客一,北京东方美莱医疗美容门诊部有限公司
北京,  ‘特13,A++,13810,13810,XMQ6122G,BB15-QC-134,驴妈妈旅游网,2015/7/12 0:00,2015/10/10 0:00,90,,机动车,白马,京AA8060,单机,大公共公司,客一,北京尚诚伟杰广告有限公司
北京,  ‘特13,A++,13811,13811,XMQ6122G,BB15-SC-001,美莱医疗美容,2015/7/24 0:00,2016/4/19 0:00,365,,机动车,白马,京AA8061,单机,大公共公司,客一,北京东方美莱医疗美容门诊部有限公司
北京,  ‘特13,A++,16001,16001,BK6126S1,BB15-白马-152,中粮红酒（双层）,2015/9/14 0:00,2016/3/12 0:00,180,,运营车,白马,京AC2364,双层,大公共公司,客一,北京润德众合广告有限公司
北京,  ‘特13,A++,16002,16002,BK6126S1,BB15-白马-024,贝蒂斯橄榄油,2015/9/23 0:00,2015/12/22 0:00,90,,运营车,白马,京AC2374,双层,大公共公司,客一,北京迈捷广告有限公司
北京,  ‘特13,A++,16003,16003,BK6126S1,BB15-白马-024,贝蒂斯橄榄油,2015/9/23 0:00,2015/12/22 0:00,90,,运营车,白马,京AC2457,双层,大公共公司,客一,北京迈捷广告有限公司
北京,  ‘特13,A++,16004,16004,BK6126S1,,,,,,,运营车,白马,京AC2471,双层,大公共公司,客一,
北京,  ‘特13,A++,16005,16005,BK6126S1,,,,,,,运营车,白马,京AC2472,双层,大公共公司,客一,
北京,  ‘特13,A++,16006,16006,BK6126S1,BB15-白马-100-4,天猫（双层）,2015/10/11 0:00,2015/11/10 0:00,30,,运营车,白马,京AC2473,双层,大公共公司,客一,北京润德众合广告有限公司
北京,  ‘特13,A++,16007,16007,BK6126S1,,,,,,,运营车,白马,京AC2474,双层,大公共公司,客一,
北京,  ‘特13,A++,16008,16008,BK6126S1,,,,,,,运营车,白马,京AC2494,双层,大公共公司,客一,
北京,  ‘特13,A++,16009,16009,BK6126S1,BB15-白马-152,中粮红酒（双层）,2015/9/14 0:00,2016/3/12 0:00,180,,运营车,白马,京AC2497,双层,大公共公司,客一,北京润德众合广告有限公司
北京,  ‘特13,A++,16010,16010,BK6126S1,BB15-白马-100-4,天猫（双层）,2015/10/11 0:00,2015/11/10 0:00,30,,运营车,白马,京AD4101,双层,大公共公司,客一,北京润德众合广告有限公司
北京,  ‘特13,A++,16011,16011,BK6126S1,BB15-白马-069,京东金融,2015/6/24 0:00,2016/6/18 0:00,360,901,运营车,白马,京AD4117,双层,大公共公司,客一,北京迈捷广告有限公司
北京,  ‘特13,A++,16012,16012,BK6126S1,BB15-白马-100-4,天猫（双层）,2015/10/11 0:00,2015/11/10 0:00,30,,运营车,白马,京AD4124,双层,大公共公司,客一,北京润德众合广告有限公司
北京,  ‘特13,A++,16013,16013,BK6126S1,BB15-白马-076-4,信和财富,2015/8/6 0:00,2016/1/3 0:00,150,,运营车,白马,京AD4134,双层,大公共公司,客一,北京润德众合广告有限公司
北京,  ‘特13,A++,16014,16014,BK6126S1,BB15-白马-131-1,TCL,2015/10/14 0:00,2015/11/10 0:00,90,,运营车,白马,京AD4143,双层,大公共公司,客一,北京润德众合广告有限公司
北京,  ‘特13,A++,16015,16015,BK6126S1,BB15-白马-081,中国黄金,2015/6/24 0:00,2015/12/21 0:00,180,901,运营车,白马,京AD4144,双层,大公共公司,客一,北京迈捷广告有限公司
北京,  ‘特13,A++,16016,16016,BK6126S1,,,,,,,运营车,白马,京AD4145,双层,大公共公司,客一,
北京,  ‘特13,A++,16017,16017,BK6126S1,BB15-白马-113,汾酒,2015/7/16 0:00,2016/1/12 0:00,180,,运营车,白马,京AD4146,双层,大公共公司,客一,北京迈捷广告有限公司 
北京,  ‘特13,A++,16018,16018,BK6126S1,BB15-白马-136,吴裕泰,2015/8/15 0:00,2015/11/13 0:00,90,,运营车,白马,京AD4149,双层,大公共公司,客一,北京润德众合广告有限公司
北京,  ‘特13,A++,16019,16019,BK6126S1,,,,,,,运营车,白马,京AD4157,双层,大公共公司,客一,
北京,  ‘特13,A++,16020,16020,BK6126S1,BB15-白马-123-1,58赶集旗下-瓜子二手车网,2015/10/2 0:00,2015/11/1 0:00,30,,运营车,白马,京AD4176,双层,大公共公司,客一,北京迈捷广告有限公司
北京,  ‘特13,A++,16021,16021,BK6126S1,,,2015/8/24 0:00,2015/9/23 0:00,,,运营车,白马,京AD4186,双层,大公共公司,客一,
北京,  ‘特13,A++,16022,16022,BK6126S1,BB15-白马-120,唯品会,2015/8/5 0:00,2016/2/1 0:00,180,,运营车,白马,京AD4188,双层,大公共公司,客一,北京迈捷广告有限公司
北京,  ‘特13,A++,16023,16023,BK6126S1,BB15-白马-155,速通卡,2015/10/17 0:00,2016/1/15 0:00,90,,运营车,白马,京AD4189,双层,大公共公司,客一,北京润德众合广告有限公司
北京,  ‘特13,A++,16024,16024,BK6126S1,,,,,,,运营车,白马,京AD4191,双层,大公共公司,客一,
北京,  ‘特13,A++,16025,16025,BK6126S1,,,,,,,运营车,白马,京AD4195,双层,大公共公司,客一,
北京,  ‘特13,A++,16026,16026,BK6126S1,BB15-白马-100-4,天猫（双层）,2015/10/11 0:00,2015/11/10 0:00,30,,运营车,白马,京AD4197,双层,大公共公司,客一,北京润德众合广告有限公司
北京,  ‘特13,A++,16027,16027,BK6126S1,BB15-白马-100-4,天猫（双层）,2015/10/11 0:00,2015/11/10 0:00,30,,运营车,白马,京AD4198,双层,大公共公司,客一,北京润德众合广告有限公司
北京,  ‘特13,A++,16028,16028,BK6126S1,,,,,,,运营车,白马,京AD4199,双层,大公共公司,客一,
北京,  ‘特13,A++,16029,16029,BK6126S1,BB15-白马-024,贝蒂斯橄榄油,2015/9/23 0:00,2015/12/22 0:00,90,,运营车,白马,京AD4200,双层,大公共公司,客一,北京迈捷广告有限公司
北京,  ‘特13,A++,16030,16030,BK6126S1,BB15-白马-120,唯品会,2015/8/5 0:00,2016/2/1 0:00,180,,运营车,白马,京AD4208,双层,大公共公司,客一,北京迈捷广告有限公司
北京,  ‘特13,A++,13807,,XMQ6122G,BB15-SC-001,美莱医疗美容,2015/6/8 0:00,2016/3/4 0:00,365,,机动车,白马,京AA8057,单机,大公共公司,客一,北京东方美莱医疗美容门诊部有限公司
北京,  ‘特12外,特级,960072,Z60068,HFF6110GS01D,BB15-白马-038,红牛,2015/4/9 0:00,2015/10/6 0:00,180,,运营车,白马,京AF4714,双层,大公共公司,电运,北京润德众合广告有限公司
北京,  ‘特12外,特级,960073,Z60069,HFF6110GS01D,BB15-白马-016,江苏卫视,2015/2/7 0:00,2015/12/4 0:00,300,,运营车,白马,京AG4037,双层,大公共公司,电运,南京万通文化传媒有限公司
北京,  ‘特12外,特级,960074,Z60070,HFF6110GS01D,BB15-白马-118,雀巢水,2015/8/4 0:00,2015/12/2 0:00,120,,运营车,白马,京AG4056,双层,大公共公司,电运,北京润德众合广告有限公司
北京,  ‘特12外,特级,960075,Z60071,HFF6110GS01D,BB15-白马-038,红牛,2015/4/9 0:00,2015/10/6 0:00,180,,运营车,白马,京AF4724,双层,大公共公司,电运,北京润德众合广告有限公司
北京,  ‘特12外,特级,960076,Z60072,HFF6110GS01D,BB15-白马-026,联通,2015/9/4 0:00,2015/12/3 0:00,90,,运营车,白马,京AG4088,双层,大公共公司,电运,北京润德众合广告有限公司
北京,  ‘特12外,特级,960077,Z60073,HFF6110GS01D,BB15-白马-101-2,银谷财富（双层）,2015/7/16 0:00,2015/10/14 0:00,90,,运营车,白马,京AG4069,双层,大公共公司,电运,北京迈捷广告有限公司 
北京,  ‘特12外,特级,960078,Z60074,HFF6110GS01D,BB15-白马-113,汾酒,2015/7/16 0:00,2016/1/12 0:00,180,,运营车,白马,京AG4046,双层,大公共公司,电运,北京迈捷广告有限公司 
北京,  ‘特12外,特级,960079,Z60075,HFF6110GS01D,BB15-白马-118,雀巢水,2015/8/4 0:00,2015/12/2 0:00,120,,运营车,白马,京AG4054,双层,大公共公司,电运,北京润德众合广告有限公司
北京,  ‘特12外,特级,960080,Z60076,HFF6110GS01D,BB15-白马-153,I.T服饰,2015/10/6 0:00,2015/11/5 0:00,30,,运营车,白马,京AG2154,双层,大公共公司,电运,彩盈商贸（上海）有限公司
北京,  ‘特12外,特级,960081,Z60077,HFF6110GS01D,BB15-白马-087,华赢凯来,2015/11/7 0:00,2016/2/5 0:00,90,,运营车,白马,京AG4074,双层,大公共公司,电运,北京迈捷广告有限公司
北京,  ‘特12外,特级,960082,Z60078,HFF6110GS01D,,,,,,,机动车,白马,京AF4614,双层,大公共公司,电运,
北京,  ‘特12外,特级,960083,Z60079,HFF6110GS01D,BB15-白马-118,雀巢水,2015/8/4 0:00,2015/12/2 0:00,120,,机动车,白马,京G79414,双层,大公共公司,电运,北京润德众合广告有限公司
北京,  ‘特12外,特级,960084,Z60080,HFF6110GS01D,BB15-白马-118,雀巢水,2015/8/4 0:00,2015/12/2 0:00,120,,运营车,白马,京AF4754,双层,大公共公司,电运,北京润德众合广告有限公司
北京,  ‘特12外,特级,960085,Z60081,HFF6110GS01D,BB15-白马-024,贝蒂斯橄榄油,2015/9/23 0:00,2015/12/22 0:00,90,,运营车,白马,京AG4045,双层,大公共公司,电运,北京迈捷广告有限公司
北京,  ‘特12外,特级,960086,Z60082,HFF6110GS01D,BB15-白马-100-4,天猫（双层）,2015/10/11 0:00,2015/11/10 0:00,30,,运营车,白马,京AG4055,双层,大公共公司,电运,北京润德众合广告有限公司
北京,  ‘特12外,特级,960087,Z60083,HFF6110GS01D,BB15-白马-100-4,天猫（双层）,2015/10/11 0:00,2015/11/10 0:00,30,,运营车,白马,京AG2054,双层,大公共公司,电运,北京润德众合广告有限公司
北京,  ‘特12外,特级,960088,Z60088,HFF6110GS01D,BB15-白马-006,古井贡酒,2015/1/28 0:00,2015/11/24 0:00,300,,运营车,白马,京AF4914,双层,大公共公司,电运,北京润德众合广告有限公司
北京,  ‘特12外,特级,960089,Z60089,HFF6110GS01D,BB15-白马-100-4,天猫（双层）,2015/10/11 0:00,2015/11/10 0:00,30,,运营车,白马,京AG2214,双层,大公共公司,电运,北京润德众合广告有限公司
